Instances,Rho,Lambda,Phi,UB,LB,Gap,Nodes,Time,Feasible,Opt,Nbr_mtn,Nbr_sts_used
127FL_5A_1,23,0,0,22.99485839582485,22.99,0.0,21766,20.82,1,1,1,1
