Instances,Arc_reduced,Node_reduced,Rho,Lambda,Phi,UB,LB,Gap,Nodes,Time,Feasible,Opt,Nbr_mtn,Nbr_sts_used
136FL_5A_5,0,0,0,0,0,0.0,0.0,0.0,10678,16.05,1,1,1,1
