Instances,UB,MP_Time,SP_Time,Time,Nbr_iterations,Nbr_feasibility_cuts,Nbr_optimality_cuts,Nbr_cover_cuts,Nbr_cuts
354FL_8A_1,0.0,13.4,0.17,13.57,21,12,6,0,18
