Instances,UB,MP_Time,SP_Time,Time,Nbr_mtn,Nbr_iter,Nbr_feasi_cuts,Nbr_opti_cuts,Nbr_cuts
667FL_20A_1,2400.0,42.726,25.6123,68.3383,8,570,168,3111,3279
