Instances,UB,MP_Time,SP_Time,Time,Nbr_mtn,Nbr_iter,Nbr_feasi_cuts,Nbr_opti_cuts,Nbr_cuts
667FL_20A_5,2160.0,30.3288,0.1161,30.4449,8,533,25,3885,3910
