Instances,BD_Obj,BD_Time,CM_Obj,CM_Time,LB,Gap,Nodes,Opt,Nbr_mtn,Nbr_sts_used
667FL_20A_21,25.0,68.2044,24.9999999974,305.0,0.0,100.0,3693,0.0,13,2
