Instances,Rho,Lambda,Phi,UB,LB,Gap,Nodes,Time,Opt,Nbr_mtn,Nbr_sts_used
354FL_8A_20,20,1,2,19.9999999979,0.0,100.0,8305842,18000.03,0,3,2
