Instances,RF_Obj,RF_Time,CM_Obj,CM_Time,LB,Gap,Nodes,Opt,Nbr_mtn,Nbr_sts_used
667FL_20A_2,15.0,208.7725,10.0,300.02,0.0,100.0,298,0,7,3
