Instances,BD_Obj,BD_Time,CM_Obj,CM_Time,LB,Gap,Nodes,Opt,Nbr_mtn,Nbr_sts_used
354FL_8A_26,0.0,5.0734,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
