Instances,UB,MP_Time,SP_Time,Prep1_time,Prep2_time,Time,Nbr_iterations,Nbr_feasibility_cuts,Nbr_optimality_cuts,Nbr_cover_cuts,Nbr_cuts
127FL_5A_1,23.0,16.99,0.88,0.0,0.0,17.87,231,113,916,133,1162
