Instances,UB,MP_Time,SP_Time,Time,Nbr_mtn,Nbr_iter,Nbr_feasi_cuts,Nbr_opti_cuts,Nbr_cuts
354FL_8A_1,0.0,4.4525,0.3901,4.8426,1,46,24,18,42
