Instances,fh_tk,fh_day,Rho,Lambda,Phi,UB,LB,Gap,Nodes,Time,Feasible,Opt,Nbr_mtn,Nbr_sts_used
196FL_7A_4,165,661,33,1,0,197.99999874255062,10.0,94.95,45082146,7200.02,1,0,2,2
