Instances,RF_Obj,RF_Time,RF_Iter,FO_Obj,FO_Time,FO_Iter,RFFO_Time,RFFO_Iter,Nbr_mtn,Nbr_sts_used
354FL_8A_7,105.0,2.6543,5,105.0,0.9044,5,3.5587,10,1,1
