Instances,UB,MP_Time,SP_Time,Time,Nbr_iterations,Nbr_feasibility_cuts,Nbr_optimality_cuts,Nbr_cover_cuts,Nbr_cuts
354FL_8A_15,0.0,20.7447,14.7189,35.4636,1728,698,2361,0,3059
354FL_8A_16,95.0,4.2655,4.2278,8.4933,432,124,842,0,966
354FL_8A_17,0.0,3.0925,2.9648,6.0573,343,122,478,0,600
354FL_8A_18,50.0,49.5172,46.7985,96.3157,4274,271,11743,0,12014
354FL_8A_19,0.0,94.6066,62.3215,156.9281,7574,3623,9097,0,12720
354FL_8A_20,0.0,19.0318,15.2986,34.3304,1955,1234,2039,0,3273
