Instances,UB,MP_Time,SP_Time,Prep1_time,Prep2_time,Time,Nbr_iterations,Nbr_feasibility_cuts,Nbr_optimality_cuts,Nbr_cover_cuts,Nbr_cuts
127FL_5A_1,23.0,6.06,1.22,0.32,0.54,8.14,404,190,208,489,887
