Instances,Arc_reduced,Node_reduced,Rho,Lambda,Phi,UB,LB,Gap,Nodes,Time,Feasible,Opt,Nbr_mtn,Nbr_sts_used
136FL_5A_4,0,0,2,4,1,1.9999999996998667,0.0,100.0,31890,15.19,1,0,1,1
