Instances,BD_Obj,BD_Time,CM_Obj,CM_Time,LB,Gap,Nodes,Opt,Nbr_mtn,Nbr_sts_used
667FL_20A_19,20.0,36.1211,20.0,2.04,20.0,0.0,1,1.0,12,3
