Instances,BD_Obj,BD_Time,CM_Obj,CM_Time,LB,Gap,Nodes,Opt,Nbr_mtn,Nbr_sts_used
667FL_20A_15,25.0,32.6056,25.0,1.44,25.0,0.0,0,1.0,12,4
