Instances,BD_Obj,BD_Time,CM_Obj,CM_Time,LB,Gap,Nodes,Opt,Nbr_mtn,Nbr_sts_used
667FL_20A_16,50.0,68.0685,49.999999994899994,170.57,15.0,70.0,5998,0.0,11,3
