Instances,BD_Obj,BD_Time,CM_Obj,CM_Time,LB,Gap,Nodes,Opt,Nbr_mtn,Nbr_sts_used
667FL_20A_17,65.0,72.1909,65.0,73.55,0.0,100.0,3908,0.0,12,3
