Instances,UB,MP_Time,SP_Time,Prep1_time,Prep2_time,Time,Nbr_iterations,Nbr_feasibility_cuts,Nbr_optimality_cuts,Nbr_cover_cuts,Nbr_cuts
181FL_7A_3,0.0,62.47,19.48,0.44,0.83,83.22,3467,1306,2149,5738,9193
