Instances,BD_Obj,BD_Time,CM_Obj,CM_Time,LB,Gap,Nodes,Opt,Nbr_mtn,Nbr_sts_used
667FL_20A_13,85.0,95.991,84.99999998279819,4539.76,75.0,11.76,67120,0.0,12,3
