Instances,BD_Obj,BD_Time,CM_Obj,CM_Time,LB,Gap,Nodes,Opt,Nbr_mtn,Nbr_sts_used
667FL_20A_16,50.0,79.7639,49.9999999949,1375.8,15.0,70.0,17180,0.0,11,3
