Instances,RF_Obj,RF_Time,RF_Work_U,RF_Iter,FO_Obj,FO_Time,FO_Work_U,FO_Iter,RFFO_Time,RFFO_Work_U,RFFO_Iter,Nbr_mtn,Nbr_sts_used
354FL_8A_12,10.0,20.17,5.67,5,10.0,5.6096,5.28,5,25.779600000000002,10.95,10,3,2
